id,entity_type,name,description,official_url,repository_url,manufacturer,device_type,physical_form,capabilities,processor,accelerator,memory,operating_system,open_source,commercial_status,source_name,source_url,website_status,logo_status,quality_score,updated_at
device:maheshvaikri-code/snapllm,device,snapllm,🔥 Alternative to Ollama — multi-model serving with sub-ms model switching · CPU-only 20B inference for Edge AI · llama.cpp + stablediffusion.cpp,,https://github.com/maheshvaikri-code/snapllm,maheshvaikri-code,AI Accelerator / Edge Dev Kit,Single Board Computer,"edge_inference, sensor_fusion",,,,Linux / Custom RTOS,False,Developer Kit,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=topic%3Aedge-ai+stars%3A%3E1,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,1.0,2026-09-17T12:26:10.816756+00:00
device:flora233333/deploy-ssd-on-stm32,device,Deploy-SSD-ON-STM32,Deploy SSD MobileNet object detection models on STM32H7 using STM32CubeAI and TensorFlow Lite.,,https://github.com/flora233333/deploy-ssd-on-stm32,Flora233333,AI Accelerator / Edge Dev Kit,Single Board Computer,"edge_inference, vision_processing",,,,Linux / Custom RTOS,False,Developer Kit,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=topic%3Aedge-ai+stars%3A%3E1,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,1.0,2026-09-17T12:26:10.816756+00:00
device:pheonix-delta/wiredbrain-hierarchical-rag,device,WiredBrain-Hierarchical-Rag,"Hierarchical RAG architecture scaling to 693K chunks on consumer hardware (4GB VRAM). Features 3-address routing, hybrid vector+graph fusion, and SetFit classification.",,https://github.com/pheonix-delta/wiredbrain-hierarchical-rag,pheonix-delta,AI Accelerator / Edge Dev Kit,Single Board Computer,"edge_inference, sensor_fusion",,,,Linux / Custom RTOS,False,Developer Kit,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=topic%3Aedge-ai+stars%3A%3E1,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,1.0,2026-09-17T12:26:10.816756+00:00
device:evgenii-engineer/openlight,device,openLight,"Lightweight AI agent runtime for homelabs, built around deterministic skills and local LLMs.",,https://github.com/evgenii-engineer/openlight,evgenii-engineer,AI Accelerator / Edge Dev Kit,Single Board Computer,edge_inference,Broadcom ARM NPU / Raspberry Pi,,,Linux / Custom RTOS,False,Developer Kit,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=topic%3Aedge-ai+stars%3A%3E1,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,1.0,2026-09-17T12:26:10.816756+00:00
device:klumw/esp32_cam_face_recognition,device,esp32_cam_face_recognition,esp32-cam face recognition with MQTT and esp-who framework,,https://github.com/klumw/esp32_cam_face_recognition,klumw,AI Accelerator / Edge Dev Kit,Single Board Computer,edge_inference,,,,Linux / Custom RTOS,False,Developer Kit,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=topic%3Aedge-ai+stars%3A%3E1,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,1.0,2026-09-17T12:26:10.816756+00:00
device:richielee630/tmma,device,TMMA,"TMMA: A Tiled Matrix Multiplication Accelerator for Self-Attention Projections in Transformer Models, optimized for edge deployment on Xilinx KV260.",,https://github.com/richielee630/tmma,Richielee630,AI Accelerator,PCIe Card,edge_inference,,,,Linux / Custom RTOS,False,Developer Kit,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=topic%3Aedge-ai+stars%3A%3E1,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,1.0,2026-09-17T12:26:10.816756+00:00
device:djlougen/hive,device,hive,"Unified agent memory and context compression stack for 2026 NVIDIA + edge (Vera CPU, Grace, Jetson Thor, 3090). Glues busyBee-cpu, honey-comb, and rust-brain. Better effective reasoning per token.",,https://github.com/djlougen/hive,DJLougen,AI Accelerator / Edge Dev Kit,Single Board Computer,edge_inference,NVIDIA Jetson System-on-Module,,,Linux / Custom RTOS,False,Commercial Product,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=topic%3Aedge-ai+stars%3A%3E1,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,1.0,2026-09-17T12:26:10.816756+00:00
device:emmtrix/emx-onnx-cgen,device,emx-onnx-cgen,"Deterministic ONNX-to-C compiler for embedded and safety-critical systems, generating static, auditable C code with no dynamic memory or runtime dependencies.",https://emmtrix.com/wiki/emmtrix_ONNX-to-C_Code_Generator,https://github.com/emmtrix/emx-onnx-cgen,emmtrix,AI Accelerator / Edge Dev Kit,Single Board Computer,edge_inference,,,,Linux / Custom RTOS,False,Commercial Product,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=topic%3Aedge-ai+stars%3A%3E1,ACCESSIBLE_UNVERIFIED,UNVERIFIED,1.0,2026-09-17T12:26:10.816756+00:00
device:scottcjn/open-xdna,device,open-xdna,"Open-source bring-up + verified matmul on the first-gen AMD XDNA1 (Phoenix/Hawk Point) NPU on Linux — the gen FastFlowLM/Lemonade skip. RyzenAI-npu1, mlir-aie/IRON, XRT.",https://elyanlabs.ai,https://github.com/scottcjn/open-xdna,Scottcjn,AI Wearable,Smart Wearable,"edge_inference, low_latency_compute",Dedicated NPU Chip,,,Linux / Custom RTOS,True,Commercial Product,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=topic%3Aedge-ai+stars%3A%3E1,ACCESSIBLE_UNVERIFIED,UNVERIFIED,1.0,2026-09-17T12:26:10.816756+00:00
device:control-c/pmsg,device,PMSG,"PMSG is face computer /  wearable platform using Seeed Studio XIAO, This where you can find code to flash you device",https://pmsg.online,https://github.com/control-c/pmsg,Control-C,AI Wearable,Smart Wearable,,,,,Linux / Custom RTOS,False,Commercial Product,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=topic%3Aai-hardware+stars%3A%3E1,ACCESSIBLE_UNVERIFIED,UNVERIFIED,0.9,2026-09-17T12:26:10.816756+00:00
device:shsridhar-beep/svgap,device,svgap,"Evidence profiles for AI-generated RTL that expose what functional benchmarks miss. Seeking collaborators, design partners, and validation",https://shsridhar-beep.github.io/svgap,https://github.com/shsridhar-beep/svgap,shsridhar-beep,AI Accelerator / Edge Dev Kit,Single Board Computer,,,,,Linux / Custom RTOS,False,Commercial Product,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=topic%3Aai-hardware+stars%3A%3E1,ACCESSIBLE_UNVERIFIED,UNVERIFIED,0.9,2026-09-17T12:26:10.816756+00:00
device:rohanelukurthy/rig-rank,device,rig-rank,"A Go CLI tool to benchmark local LLMs via Ollama, measuring Time To First Token (TTFT) and throughput on your specific hardware.",,https://github.com/rohanelukurthy/rig-rank,rohanelukurthy,AI Wearable,Smart Wearable,,,,,Linux / Custom RTOS,False,Developer Kit,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=topic%3Aai-hardware+stars%3A%3E1,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,0.9,2026-09-17T12:26:10.816756+00:00
device:quangqw123/zhilly,device,Zhilly,Provide AI-driven penetration testing with portable hardware tools tailored for cybersecurity research and real-world testing scenarios.,,https://github.com/quangqw123/zhilly,quangqw123,AI Accelerator / Edge Dev Kit,Single Board Computer,,,,,Linux / Custom RTOS,False,Developer Kit,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=topic%3Aai-hardware+stars%3A%3E1,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,0.9,2026-09-17T12:26:10.816756+00:00
device:certainly-param/garuda-accelerator,device,garuda-accelerator,Garuda: CVXIF coprocessor optimizing batch-1 attention microkernels with 7.5-9× lower p99 latency. RISC-V INT8 MAC accelerator for transformer inference.,,https://github.com/certainly-param/garuda-accelerator,certainly-param,AI Accelerator,PCIe Card,"edge_inference, low_latency_compute",,,,Linux / Custom RTOS,False,Developer Kit,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=topic%3Aai-hardware+stars%3A%3E1,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,1.0,2026-09-17T12:26:10.816756+00:00
device:asapsav/skull-gpt,device,skull-gpt,Make your own talking skull for halloween in 2 hours.,,https://github.com/asapsav/skull-gpt,asapsav,AI Accelerator / Edge Dev Kit,Single Board Computer,,,,,Linux / Custom RTOS,False,Developer Kit,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=topic%3Aai-hardware+stars%3A%3E1,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,0.9,2026-09-17T12:26:10.816756+00:00
device:nthnn/n2cmu-arduino,device,n2cmu-arduino,This is the official Arduino library for N2CMU (Neural Network Coprocessing Microcontroller Unit) available on Arduino Package Manager and PlatformIO.,https://nthnn.github.io/n2cmu-arduino,https://github.com/nthnn/n2cmu-arduino,nthnn,AI Accelerator / Edge Dev Kit,Single Board Computer,,,,,Linux / Custom RTOS,False,Commercial Product,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=topic%3Aai-hardware+stars%3A%3E1,ACCESSIBLE_UNVERIFIED,UNVERIFIED,0.9,2026-09-17T12:26:10.816756+00:00
device:p-ray-voice-stack/p-ray-voice-stack-public,device,p-ray-voice-stack-public,大模型久困云端，故押注百年未来于“AI硬件+端云协同”，期待着AGI与真实幻境的完美重叠。也是祈光的原意之一：祈光同行。      We Are Praying for Light.,,https://github.com/p-ray-voice-stack/p-ray-voice-stack-public,p-ray-voice-stack,AI Accelerator / Edge Dev Kit,Single Board Computer,,,,,Linux / Custom RTOS,False,Developer Kit,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=topic%3Aai-hardware+stars%3A%3E1,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,0.9,2026-09-17T12:26:10.816756+00:00
device:addxofficial/t1c,device,T1C,"T1C — Open-source AI accelerator architecture by ADDX Entp, created by Sarthak. Explore open silicon, digital in-memory computing, and LLM hardware.",https://addx.pages.dev,https://github.com/addxofficial/t1c,addxofficial,AI Accelerator,PCIe Card,,,,,Linux / Custom RTOS,True,Commercial Product,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=topic%3Aai-hardware+stars%3A%3E1,ACCESSIBLE_UNVERIFIED,UNVERIFIED,0.9,2026-09-17T12:26:10.816756+00:00
device:toyworks/tool-toy-trash,device,tool-toy-trash,"Tool, Toy, or Trash? An agent skill that audits any AI gadget from its product page: brand-blinded, three independent auditors, one safety veto.",,https://github.com/toyworks/tool-toy-trash,ToyWorks,AI Accelerator / Edge Dev Kit,Single Board Computer,,,,,Linux / Custom RTOS,False,Developer Kit,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=topic%3Aai-hardware+stars%3A%3E1,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,0.9,2026-09-17T12:26:10.816756+00:00
device:nthnn/n2cmu,device,n2cmu,Feedforward Neural Network Coprocessing Microcontroller Unit (CPC via UART) for STM32F103C8T6 Bluepill Development Board written purely in TinyGo.,,https://github.com/nthnn/n2cmu,nthnn,AI Accelerator / Edge Dev Kit,Single Board Computer,,,,,Linux / Custom RTOS,True,Developer Kit,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=topic%3Aai-hardware+stars%3A%3E1,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,0.9,2026-09-17T12:26:10.816756+00:00
device:jesusgmr96/systemverilog-neural-networks,device,SystemVerilog-Neural-Networks,"SystemVerilog implementations of fundamental neural network structures, designed for synthesis on FPGAs.",,https://github.com/jesusgmr96/systemverilog-neural-networks,JesusGMR96,AI Accelerator / Edge Dev Kit,Single Board Computer,,,,,Linux / Custom RTOS,False,Developer Kit,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=topic%3Aai-hardware+stars%3A%3E1,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,0.9,2026-09-17T12:26:10.816756+00:00
device:momentics/neuraltower,device,NeuralTower,"Open hardware desktop AI node: 4× Tesla V100, 128GB HBM2, PCIe/NVLink topology and V-Core liquid/air cooling.",,https://github.com/momentics/neuraltower,momentics,AI Workstation,Standalone Appliance,,,,,Linux / Custom RTOS,True,Commercial Product,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=topic%3Aai-hardware+stars%3A%3E1,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,0.9,2026-09-17T12:26:10.816756+00:00
device:folotoy/folotoy-toy-role-config-skill,device,folotoy-toy-role-config-skill,"Installable agent skill for safely configuring FoloToy character personas, opening lines, and voices",https://webapp.folotoy.com,https://github.com/folotoy/folotoy-toy-role-config-skill,FoloToy,AI Wearable,Smart Wearable,,,,,Linux / Custom RTOS,False,Commercial Product,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=topic%3Aai-hardware+stars%3A%3E1,ACCESSIBLE_UNVERIFIED,UNVERIFIED,0.9,2026-09-17T12:26:10.816756+00:00
device:rehanmq/asic-soc-ml-accelerator-verification,device,asic-soc-ml-accelerator-verification,End-to-end ASIC SoC design and functional verification of a lightweight machine learning accelerator using SystemVerilog and UVM. Includes Python automation for test generation and result analysis. Built to simulate real-world ML silicon validation at scale.,,https://github.com/rehanmq/asic-soc-ml-accelerator-verification,rehanmq,AI Accelerator,PCIe Card,sensor_fusion,,,,Linux / Custom RTOS,False,Developer Kit,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=topic%3Aai-hardware+stars%3A%3E1,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,1.0,2026-09-17T12:26:10.816756+00:00
device:pytorch/tensorrt,device,TensorRT,PyTorch/TorchScript/FX compiler for NVIDIA GPUs using TensorRT,https://pytorch.org/TensorRT,https://github.com/pytorch/tensorrt,pytorch,AI Accelerator / Edge Dev Kit,Single Board Computer,,NVIDIA Jetson System-on-Module,,,Linux / Custom RTOS,False,Commercial Product,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=topic%3Ajetson+stars%3A%3E1,ACCESSIBLE_UNVERIFIED,UNVERIFIED,0.9,2026-09-17T12:26:10.816756+00:00
device:rbonghi/jetson_stats,device,jetson_stats,"📊 Simple package for monitoring and control your NVIDIA Jetson [Orin, Xavier, Nano, TX] series",https://rnext.it/jetson_stats,https://github.com/rbonghi/jetson_stats,rbonghi,AI Wearable,Smart Wearable,,NVIDIA Jetson System-on-Module,,,Linux / Custom RTOS,False,Commercial Product,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=topic%3Ajetson+stars%3A%3E1,ACCESSIBLE_UNVERIFIED,UNVERIFIED,0.9,2026-09-17T12:26:10.816756+00:00
device:roboflow/inference,device,inference,Turn any computer or edge device into a command center for your computer vision projects.,https://inference.roboflow.com,https://github.com/roboflow/inference,roboflow,AI Workstation,Standalone Appliance,"edge_inference, vision_processing",NVIDIA Jetson System-on-Module,,,Linux / Custom RTOS,False,Commercial Product,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=topic%3Ajetson+stars%3A%3E1,ACCESSIBLE_UNVERIFIED,UNVERIFIED,1.0,2026-09-17T12:26:10.816756+00:00
device:triple-mu/yolov8-tensorrt,device,YOLOv8-TensorRT,YOLOv8 using TensorRT accelerate !,,https://github.com/triple-mu/yolov8-tensorrt,triple-mu,AI Accelerator / Edge Dev Kit,Single Board Computer,,NVIDIA Jetson System-on-Module,,,Linux / Custom RTOS,False,Developer Kit,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=topic%3Ajetson+stars%3A%3E1,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,0.9,2026-09-17T12:26:10.816756+00:00
device:jkjung-avt/tensorrt_demos,device,tensorrt_demos,"TensorRT MODNet, YOLOv4, YOLOv3, SSD, MTCNN, and GoogLeNet",https://jkjung-avt.github.io,https://github.com/jkjung-avt/tensorrt_demos,jkjung-avt,AI Accelerator / Edge Dev Kit,Single Board Computer,,NVIDIA Jetson System-on-Module,,,Linux / Custom RTOS,False,Commercial Product,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=topic%3Ajetson+stars%3A%3E1,ACCESSIBLE_UNVERIFIED,UNVERIFIED,0.9,2026-09-17T12:26:10.816756+00:00
device:opendatacam/opendatacam,device,opendatacam,An open source tool to quantify the world,https://opendata.cam,https://github.com/opendatacam/opendatacam,opendatacam,AI Camera,Smart Camera Appliance,vision_processing,NVIDIA Jetson System-on-Module,,,Linux / Custom RTOS,False,Commercial Product,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=topic%3Ajetson+stars%3A%3E1,ACCESSIBLE_UNVERIFIED,UNVERIFIED,1.0,2026-09-17T12:26:10.816756+00:00
device:geekalexis/fastmot,device,FastMOT,"High-performance multiple object tracking based on YOLO, Deep SORT, and KLT 🚀",,https://github.com/geekalexis/fastmot,GeekAlexis,AI Accelerator / Edge Dev Kit,Single Board Computer,"edge_inference, vision_processing",NVIDIA Jetson System-on-Module,,,Linux / Custom RTOS,False,Developer Kit,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=topic%3Ajetson+stars%3A%3E1,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,1.0,2026-09-17T12:26:10.816756+00:00
device:enazoe/yolo-tensorrt,device,yolo-tensorrt,"TensorRT8.Support Yolov5n,s,m,l,x .darknet -> tensorrt.  Yolov4  Yolov3 use raw darknet *.weights and *.cfg fils.  If the wrapper is useful to you,please Star it.",,https://github.com/enazoe/yolo-tensorrt,enazoe,AI Accelerator / Edge Dev Kit,Single Board Computer,,NVIDIA Jetson System-on-Module,,,Linux / Custom RTOS,False,Developer Kit,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=topic%3Ajetson+stars%3A%3E1,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,0.9,2026-09-17T12:26:10.816756+00:00
device:nvidia-ai-iot/trt_pose,device,trt_pose,Real-time pose estimation accelerated with NVIDIA TensorRT,,https://github.com/nvidia-ai-iot/trt_pose,NVIDIA-AI-IOT,AI Accelerator / Edge Dev Kit,Single Board Computer,on_device_training,NVIDIA Jetson System-on-Module,,,Linux / Custom RTOS,False,Developer Kit,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=topic%3Ajetson+stars%3A%3E1,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,1.0,2026-09-17T12:26:10.816756+00:00
device:shiguredo/momo,device,momo,WebRTC Native Client Momo (C++),https://momo.shiguredo.jp,https://github.com/shiguredo/momo,shiguredo,AI Accelerator / Edge Dev Kit,Single Board Computer,,NVIDIA Jetson System-on-Module,,,Linux / Custom RTOS,False,Commercial Product,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=topic%3Ajetson+stars%3A%3E1,ACCESSIBLE_UNVERIFIED,UNVERIFIED,0.9,2026-09-17T12:26:10.816756+00:00
device:rockkingjy/opentracker,device,OpenTracker,"Real-time C++ ECO tracker etc. speed-up by SSE/NEON, support Linux, Mac, Jetson TX1/2, raspberry pi",,https://github.com/rockkingjy/opentracker,rockkingjy,AI Accelerator / Edge Dev Kit,Single Board Computer,low_latency_compute,NVIDIA Jetson System-on-Module,,,Linux / Custom RTOS,False,Developer Kit,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=topic%3Ajetson+stars%3A%3E1,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,1.0,2026-09-17T12:26:10.817289+00:00
device:nvidia-ai-iot/tf_trt_models,device,tf_trt_models,TensorFlow models accelerated with NVIDIA TensorRT,,https://github.com/nvidia-ai-iot/tf_trt_models,NVIDIA-AI-IOT,AI Accelerator / Edge Dev Kit,Single Board Computer,"vision_processing, on_device_training, low_latency_compute",NVIDIA Jetson System-on-Module,,,Linux / Custom RTOS,False,Developer Kit,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=topic%3Ajetson+stars%3A%3E1,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,1.0,2026-09-17T12:26:10.817289+00:00
device:flashrt-project/flashrt,device,FlashRT,"FlashRT is a high-performance realtime inference engine for small-batch, latency-sensitive AI workloads. The flagship integration is production VLA control for Pi0, Pi0.5, GROOT N1.6, and Pi0-FAST. Also support llm e.g, qwen3.6-27B",,https://github.com/flashrt-project/flashrt,flashrt-project,AI Accelerator / Edge Dev Kit,Single Board Computer,low_latency_compute,NVIDIA Jetson System-on-Module,,,Linux / Custom RTOS,False,Developer Kit,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=topic%3Ajetson+stars%3A%3E1,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,1.0,2026-09-17T12:26:10.817289+00:00
device:nvidia-ai-iot/nanoowl,device,nanoowl,A project that optimizes OWL-ViT for real-time inference with NVIDIA TensorRT.,,https://github.com/nvidia-ai-iot/nanoowl,NVIDIA-AI-IOT,AI Accelerator / Edge Dev Kit,Single Board Computer,,NVIDIA Jetson System-on-Module,,,Linux / Custom RTOS,False,Developer Kit,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=topic%3Ajetson+stars%3A%3E1,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,0.9,2026-09-17T12:26:10.817289+00:00
device:nvidia-isaac-ros/isaac_ros_pose_estimation,device,isaac_ros_pose_estimation,"Deep learned, NVIDIA-accelerated 3D object pose estimation",https://developer.nvidia.com/isaac-ros-gems,https://github.com/nvidia-isaac-ros/isaac_ros_pose_estimation,NVIDIA-ISAAC-ROS,AI Accelerator / Edge Dev Kit,Single Board Computer,,NVIDIA Jetson System-on-Module,,,Linux / Custom RTOS,False,Commercial Product,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=topic%3Ajetson+stars%3A%3E1,ACCESSIBLE_UNVERIFIED,UNVERIFIED,0.9,2026-09-17T12:26:10.817289+00:00
device:seeed-studio/modelassistant,device,ModelAssistant,Seeed SenseCraft Model Assistant is an open-source project focused on embedded AI. 🔥🔥🔥,https://sensecraftma.seeed.cc,https://github.com/seeed-studio/modelassistant,Seeed-Studio,AI Accelerator / Edge Dev Kit,Single Board Computer,"edge_inference, vision_processing",NVIDIA Jetson System-on-Module,,,Linux / Custom RTOS,True,Commercial Product,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=topic%3Ajetson+stars%3A%3E1,ACCESSIBLE_UNVERIFIED,UNVERIFIED,1.0,2026-09-17T12:26:10.817289+00:00
device:nvidia-ai-iot/jetson_benchmarks,device,jetson_benchmarks,Jetson Benchmark,,https://github.com/nvidia-ai-iot/jetson_benchmarks,NVIDIA-AI-IOT,AI Accelerator / Edge Dev Kit,Single Board Computer,,NVIDIA Jetson System-on-Module,,,Linux / Custom RTOS,False,Developer Kit,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=topic%3Ajetson+stars%3A%3E1,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,0.9,2026-09-17T12:26:10.817289+00:00
device:fastvideo/gpu-camera-sample,device,gpu-camera-sample,"Image processing software on GPU (Windows, Linux, ARM) for real time machine vision camera applications. Performance benchmarks and Glass-to-Glass time measurements. MIPI CSI cameras support. RAW2RGB processing on CUDA with 16-bit ISP. Software for Jetson.",https://fastcompression.com,https://github.com/fastvideo/gpu-camera-sample,fastvideo,AI Camera,Smart Camera Appliance,"vision_processing, low_latency_compute",NVIDIA Jetson System-on-Module,,,Linux / Custom RTOS,False,Commercial Product,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=topic%3Ajetson+stars%3A%3E1,ACCESSIBLE_UNVERIFIED,UNVERIFIED,1.0,2026-09-17T12:26:10.817289+00:00
device:turing-machines/bmc-firmware,device,BMC-Firmware,Turing-pi BMC firmware,http://turingpi.com,https://github.com/turing-machines/bmc-firmware,turing-machines,AI Wearable,Smart Wearable,edge_inference,NVIDIA Jetson System-on-Module,,,Linux / Custom RTOS,False,Commercial Product,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=topic%3Ajetson+stars%3A%3E1,ACCESSIBLE_UNVERIFIED,UNVERIFIED,1.0,2026-09-17T12:26:10.817289+00:00
device:pjueon/jetsongpio,device,JetsonGPIO,A C++ library that enables the use of Jetson's GPIOs,,https://github.com/pjueon/jetsongpio,pjueon,AI Accelerator / Edge Dev Kit,Single Board Computer,,NVIDIA Jetson System-on-Module,,,Linux / Custom RTOS,False,Developer Kit,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=topic%3Ajetson+stars%3A%3E1,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,0.9,2026-09-17T12:26:10.817289+00:00
device:rbonghi/jetson_easy,device,jetson_easy,"🔩 Automatically script to setup and configure your NVIDIA Jetson [Nano, Xavier, TX2i, TX2, TX1, TK1] . This script run different modules to update, fix and patch the kernel, install ROS and other...",http://rnext.it/project/jetson-easy,https://github.com/rbonghi/jetson_easy,rbonghi,AI Accelerator / Edge Dev Kit,Single Board Computer,,NVIDIA Jetson System-on-Module,,,Linux / Custom RTOS,False,Commercial Product,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=topic%3Ajetson+stars%3A%3E1,ACCESSIBLE_UNVERIFIED,UNVERIFIED,0.9,2026-09-17T12:26:10.817289+00:00
device:nvidia-ai-iot/deepstream_pose_estimation,device,deepstream_pose_estimation,This is a DeepStream application to demonstrate a human pose estimation pipeline.,,https://github.com/nvidia-ai-iot/deepstream_pose_estimation,NVIDIA-AI-IOT,AI Accelerator / Edge Dev Kit,Single Board Computer,vision_processing,NVIDIA Jetson System-on-Module,,,Linux / Custom RTOS,False,Developer Kit,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=topic%3Ajetson+stars%3A%3E1,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,1.0,2026-09-17T12:26:10.817289+00:00
device:shiguredo-webrtc-build/webrtc-build,device,webrtc-build,様々な環境向けの WebRTC のビルドを行って、そのバイナリを提供しています,,https://github.com/shiguredo-webrtc-build/webrtc-build,shiguredo-webrtc-build,AI Accelerator / Edge Dev Kit,Single Board Computer,,NVIDIA Jetson System-on-Module,,,Linux / Custom RTOS,False,Developer Kit,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=topic%3Ajetson+stars%3A%3E1,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,0.9,2026-09-17T12:26:10.817289+00:00
device:securade/hub,device,hub,Securade.ai HUB - A generative AI based edge platform for computer vision that connects to existing CCTV cameras and makes them smart.,https://securade.ai,https://github.com/securade/hub,securade,AI Camera,Smart Camera Appliance,"edge_inference, vision_processing",NVIDIA Jetson System-on-Module,,,Linux / Custom RTOS,False,Commercial Product,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=topic%3Ajetson+stars%3A%3E1,ACCESSIBLE_UNVERIFIED,UNVERIFIED,1.0,2026-09-17T12:26:10.817289+00:00
device:jetsonhacks/buildopencvtx2,device,buildOpenCVTX2,Build and install OpenCV for the NVIDIA Jetson TX2,,https://github.com/jetsonhacks/buildopencvtx2,jetsonhacks,AI Accelerator / Edge Dev Kit,Single Board Computer,vision_processing,NVIDIA Jetson System-on-Module,,,Linux / Custom RTOS,False,Developer Kit,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=topic%3Ajetson+stars%3A%3E1,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,1.0,2026-09-17T12:26:10.817289+00:00
device:seeed-projects/jetson-examples,device,jetson-examples,"The jetson-examples repository by Seeed Studio offers a seamless, one-line command deployment to run vision AI and Generative AI models on the NVIDIA Jetson platform.",,https://github.com/seeed-projects/jetson-examples,Seeed-Projects,AI Accelerator / Edge Dev Kit,Single Board Computer,vision_processing,NVIDIA Jetson System-on-Module,,,Linux / Custom RTOS,False,Commercial Product,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=topic%3Ajetson+stars%3A%3E1,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,1.0,2026-09-17T12:26:10.817289+00:00
