id,entity_type,name,description,official_url,repository_url,provider,model_family,architecture,parameter_count,context_length,modalities,license,open_weights,source_name,source_url,website_status,logo_status,quality_score,updated_at
model:hf:latent-consistency--lcm-lora-sdxl,MODEL,lcm-lora-sdxl,,,https://huggingface.co/latent-consistency/lcm-lora-sdxl,latent-consistency,,,,,,,True,HuggingFace Models API,https://huggingface.co/api/models?filter=text-to-image&sort=downloads&direction=-1&limit=100,PROVIDER_PAGE_ONLY,UNVERIFIED,0.6,2026-09-17T12:10:28.436915+00:00
model:hf:cblkg--z-image-lora,MODEL,Z-Image-Lora,,,https://huggingface.co/CBLKG/Z-Image-Lora,CBLKG,,,,,,,True,HuggingFace Models API,https://huggingface.co/api/models?filter=text-to-image&sort=downloads&direction=-1&limit=100,PROVIDER_PAGE_ONLY,UNVERIFIED,0.6,2026-09-17T12:10:28.436915+00:00
model:hf:cyberdelia--cyberrealistic,MODEL,CyberRealistic,,,https://huggingface.co/cyberdelia/CyberRealistic,cyberdelia,,,,,,,True,HuggingFace Models API,https://huggingface.co/api/models?filter=text-to-image&sort=downloads&direction=-1&limit=100,PROVIDER_PAGE_ONLY,UNVERIFIED,0.6,2026-09-17T12:10:28.436915+00:00
model:hf:rundiffusion--juggernaut-xi-v11,MODEL,Juggernaut-XI-v11,,,https://huggingface.co/RunDiffusion/Juggernaut-XI-v11,RunDiffusion,,,,,,,True,HuggingFace Models API,https://huggingface.co/api/models?filter=text-to-image&sort=downloads&direction=-1&limit=100,PROVIDER_PAGE_ONLY,UNVERIFIED,0.6,2026-09-17T12:10:28.436915+00:00
model:hf:gazingstars123--anima-2.9b,MODEL,Anima-2.9B,,,https://huggingface.co/Gazingstars123/Anima-2.9B,Gazingstars123,,,,,,,True,HuggingFace Models API,https://huggingface.co/api/models?filter=text-to-image&sort=downloads&direction=-1&limit=100,PROVIDER_PAGE_ONLY,UNVERIFIED,0.6,2026-09-17T12:10:28.436915+00:00
model:hf:xinsir--controlnet-scribble-sdxl-1.0,MODEL,controlnet-scribble-sdxl-1.0,,,https://huggingface.co/xinsir/controlnet-scribble-sdxl-1.0,xinsir,,,,,,,True,HuggingFace Models API,https://huggingface.co/api/models?filter=text-to-image&sort=downloads&direction=-1&limit=100,PROVIDER_PAGE_ONLY,UNVERIFIED,0.6,2026-09-17T12:10:28.436915+00:00
model:hf:jonatasgrosman--wav2vec2-large-xlsr-53-japanese,MODEL,wav2vec2-large-xlsr-53-japanese,,,https://huggingface.co/jonatasgrosman/wav2vec2-large-xlsr-53-japanese,jonatasgrosman,,,,,,,True,HuggingFace Models API,https://huggingface.co/api/models?filter=automatic-speech-recognition&sort=downloads&direction=-1&limit=100,PROVIDER_PAGE_ONLY,UNVERIFIED,0.6,2026-09-17T12:10:28.436915+00:00
model:hf:argmaxinc--whisperkit-coreml,MODEL,whisperkit-coreml,,,https://huggingface.co/argmaxinc/whisperkit-coreml,argmaxinc,,,,,,,True,HuggingFace Models API,https://huggingface.co/api/models?filter=automatic-speech-recognition&sort=downloads&direction=-1&limit=100,PROVIDER_PAGE_ONLY,UNVERIFIED,0.6,2026-09-17T12:10:28.436915+00:00
model:hf:pyannote--speaker-diarization-3.1,MODEL,speaker-diarization-3.1,,,https://huggingface.co/pyannote/speaker-diarization-3.1,pyannote,,,,,,,True,HuggingFace Models API,https://huggingface.co/api/models?filter=automatic-speech-recognition&sort=downloads&direction=-1&limit=100,PROVIDER_PAGE_ONLY,UNVERIFIED,0.6,2026-09-17T12:10:28.436915+00:00
model:hf:openai--whisper-large-v3-turbo,MODEL,whisper-large-v3-turbo,,,https://huggingface.co/openai/whisper-large-v3-turbo,openai,,,,,,,True,HuggingFace Models API,https://huggingface.co/api/models?filter=automatic-speech-recognition&sort=downloads&direction=-1&limit=100,PROVIDER_PAGE_ONLY,UNVERIFIED,0.6,2026-09-17T12:10:28.436915+00:00
model:hf:jonatasgrosman--wav2vec2-large-xlsr-53-portuguese,MODEL,wav2vec2-large-xlsr-53-portuguese,,,https://huggingface.co/jonatasgrosman/wav2vec2-large-xlsr-53-portuguese,jonatasgrosman,,,,,,,True,HuggingFace Models API,https://huggingface.co/api/models?filter=automatic-speech-recognition&sort=downloads&direction=-1&limit=100,PROVIDER_PAGE_ONLY,UNVERIFIED,0.6,2026-09-17T12:10:28.436915+00:00
model:hf:pyannote--speaker-diarization-community-1,MODEL,speaker-diarization-community-1,,,https://huggingface.co/pyannote/speaker-diarization-community-1,pyannote,,,,,,,True,HuggingFace Models API,https://huggingface.co/api/models?filter=automatic-speech-recognition&sort=downloads&direction=-1&limit=100,PROVIDER_PAGE_ONLY,UNVERIFIED,0.6,2026-09-17T12:10:28.436915+00:00
model:hf:openai--whisper-large-v3,MODEL,whisper-large-v3,,,https://huggingface.co/openai/whisper-large-v3,openai,,,,,,,True,HuggingFace Models API,https://huggingface.co/api/models?filter=automatic-speech-recognition&sort=downloads&direction=-1&limit=100,PROVIDER_PAGE_ONLY,UNVERIFIED,0.6,2026-09-17T12:10:28.436915+00:00
model:hf:jonatasgrosman--wav2vec2-large-xlsr-53-russian,MODEL,wav2vec2-large-xlsr-53-russian,,,https://huggingface.co/jonatasgrosman/wav2vec2-large-xlsr-53-russian,jonatasgrosman,,,,,,,True,HuggingFace Models API,https://huggingface.co/api/models?filter=automatic-speech-recognition&sort=downloads&direction=-1&limit=100,PROVIDER_PAGE_ONLY,UNVERIFIED,0.6,2026-09-17T12:10:28.436915+00:00
model:hf:audio-cpp--audio.cpp-gguf,MODEL,audio.cpp-gguf,,,https://huggingface.co/audio-cpp/audio.cpp-gguf,audio-cpp,,,,,,,True,HuggingFace Models API,https://huggingface.co/api/models?filter=automatic-speech-recognition&sort=downloads&direction=-1&limit=100,PROVIDER_PAGE_ONLY,UNVERIFIED,0.6,2026-09-17T12:10:28.436915+00:00
model:hf:jonatasgrosman--wav2vec2-large-xlsr-53-polish,MODEL,wav2vec2-large-xlsr-53-polish,,,https://huggingface.co/jonatasgrosman/wav2vec2-large-xlsr-53-polish,jonatasgrosman,,,,,,,True,HuggingFace Models API,https://huggingface.co/api/models?filter=automatic-speech-recognition&sort=downloads&direction=-1&limit=100,PROVIDER_PAGE_ONLY,UNVERIFIED,0.6,2026-09-17T12:10:28.436915+00:00
model:hf:openai--whisper-small,MODEL,whisper-small,,,https://huggingface.co/openai/whisper-small,openai,,,,,,,True,HuggingFace Models API,https://huggingface.co/api/models?filter=automatic-speech-recognition&sort=downloads&direction=-1&limit=100,PROVIDER_PAGE_ONLY,UNVERIFIED,0.6,2026-09-17T12:10:28.436915+00:00
model:hf:jonatasgrosman--wav2vec2-large-xlsr-53-dutch,MODEL,wav2vec2-large-xlsr-53-dutch,,,https://huggingface.co/jonatasgrosman/wav2vec2-large-xlsr-53-dutch,jonatasgrosman,,,,,,,True,HuggingFace Models API,https://huggingface.co/api/models?filter=automatic-speech-recognition&sort=downloads&direction=-1&limit=100,PROVIDER_PAGE_ONLY,UNVERIFIED,0.6,2026-09-17T12:10:28.436915+00:00
model:hf:indonesian-nlp--wav2vec2-indonesian-javanese-sundanese,MODEL,wav2vec2-indonesian-javanese-sundanese,,,https://huggingface.co/indonesian-nlp/wav2vec2-indonesian-javanese-sundanese,indonesian-nlp,,,,,,,True,HuggingFace Models API,https://huggingface.co/api/models?filter=automatic-speech-recognition&sort=downloads&direction=-1&limit=100,PROVIDER_PAGE_ONLY,UNVERIFIED,0.6,2026-09-17T12:10:28.436915+00:00
model:hf:systran--faster-whisper-small,MODEL,faster-whisper-small,,,https://huggingface.co/Systran/faster-whisper-small,Systran,,,,,,,True,HuggingFace Models API,https://huggingface.co/api/models?filter=automatic-speech-recognition&sort=downloads&direction=-1&limit=100,PROVIDER_PAGE_ONLY,UNVERIFIED,0.6,2026-09-17T12:10:28.436915+00:00
model:hf:jonatasgrosman--wav2vec2-large-xlsr-53-greek,MODEL,wav2vec2-large-xlsr-53-greek,,,https://huggingface.co/jonatasgrosman/wav2vec2-large-xlsr-53-greek,jonatasgrosman,,,,,,,True,HuggingFace Models API,https://huggingface.co/api/models?filter=automatic-speech-recognition&sort=downloads&direction=-1&limit=100,PROVIDER_PAGE_ONLY,UNVERIFIED,0.6,2026-09-17T12:10:28.436915+00:00
model:hf:mahmoudashraf--mms-300m-1130-forced-aligner,MODEL,mms-300m-1130-forced-aligner,,,https://huggingface.co/MahmoudAshraf/mms-300m-1130-forced-aligner,MahmoudAshraf,,,,,,,True,HuggingFace Models API,https://huggingface.co/api/models?filter=automatic-speech-recognition&sort=downloads&direction=-1&limit=100,PROVIDER_PAGE_ONLY,UNVERIFIED,0.6,2026-09-17T12:10:28.436915+00:00
model:hf:qwen--qwen3-asr-1.7b,MODEL,Qwen3-ASR-1.7B,,,https://huggingface.co/Qwen/Qwen3-ASR-1.7B,Qwen,,,,,,,True,HuggingFace Models API,https://huggingface.co/api/models?filter=automatic-speech-recognition&sort=downloads&direction=-1&limit=100,PROVIDER_PAGE_ONLY,UNVERIFIED,0.6,2026-09-17T12:10:28.436915+00:00
model:hf:systran--faster-whisper-tiny,MODEL,faster-whisper-tiny,,,https://huggingface.co/Systran/faster-whisper-tiny,Systran,,,,,,,True,HuggingFace Models API,https://huggingface.co/api/models?filter=automatic-speech-recognition&sort=downloads&direction=-1&limit=100,PROVIDER_PAGE_ONLY,UNVERIFIED,0.6,2026-09-17T12:10:28.436915+00:00
model:hf:jonatasgrosman--wav2vec2-large-xlsr-53-hungarian,MODEL,wav2vec2-large-xlsr-53-hungarian,,,https://huggingface.co/jonatasgrosman/wav2vec2-large-xlsr-53-hungarian,jonatasgrosman,,,,,,,True,HuggingFace Models API,https://huggingface.co/api/models?filter=automatic-speech-recognition&sort=downloads&direction=-1&limit=100,PROVIDER_PAGE_ONLY,UNVERIFIED,0.6,2026-09-17T12:10:28.436915+00:00
model:hf:jonatasgrosman--wav2vec2-large-xlsr-53-arabic,MODEL,wav2vec2-large-xlsr-53-arabic,,,https://huggingface.co/jonatasgrosman/wav2vec2-large-xlsr-53-arabic,jonatasgrosman,,,,,,,True,HuggingFace Models API,https://huggingface.co/api/models?filter=automatic-speech-recognition&sort=downloads&direction=-1&limit=100,PROVIDER_PAGE_ONLY,UNVERIFIED,0.6,2026-09-17T12:10:28.436915+00:00
model:hf:mistralai--voxtral-mini-4b-realtime-2602,MODEL,Voxtral-Mini-4B-Realtime-2602,,,https://huggingface.co/mistralai/Voxtral-Mini-4B-Realtime-2602,mistralai,,,,,,,True,HuggingFace Models API,https://huggingface.co/api/models?filter=automatic-speech-recognition&sort=downloads&direction=-1&limit=100,PROVIDER_PAGE_ONLY,UNVERIFIED,0.6,2026-09-17T12:10:28.436915+00:00
model:hf:handy-computer--nemotron-3.5-asr-streaming-0.6b-gguf,MODEL,nemotron-3.5-asr-streaming-0.6b-gguf,,,https://huggingface.co/handy-computer/nemotron-3.5-asr-streaming-0.6b-gguf,handy-computer,,,,,,,True,HuggingFace Models API,https://huggingface.co/api/models?filter=automatic-speech-recognition&sort=downloads&direction=-1&limit=100,PROVIDER_PAGE_ONLY,UNVERIFIED,0.6,2026-09-17T12:10:28.437914+00:00
model:hf:mlx-community--parakeet-tdt-0.6b-v3,MODEL,parakeet-tdt-0.6b-v3,,,https://huggingface.co/mlx-community/parakeet-tdt-0.6b-v3,mlx-community,,,,,,,True,HuggingFace Models API,https://huggingface.co/api/models?filter=automatic-speech-recognition&sort=downloads&direction=-1&limit=100,PROVIDER_PAGE_ONLY,UNVERIFIED,0.6,2026-09-17T12:10:28.437914+00:00
model:hf:kblab--wav2vec2-large-voxrex-swedish,MODEL,wav2vec2-large-voxrex-swedish,,,https://huggingface.co/KBLab/wav2vec2-large-voxrex-swedish,KBLab,,,,,,,True,HuggingFace Models API,https://huggingface.co/api/models?filter=automatic-speech-recognition&sort=downloads&direction=-1&limit=100,PROVIDER_PAGE_ONLY,UNVERIFIED,0.6,2026-09-17T12:10:28.437914+00:00
model:hf:gigant--romanian-wav2vec2,MODEL,romanian-wav2vec2,,,https://huggingface.co/gigant/romanian-wav2vec2,gigant,,,,,,,True,HuggingFace Models API,https://huggingface.co/api/models?filter=automatic-speech-recognition&sort=downloads&direction=-1&limit=100,PROVIDER_PAGE_ONLY,UNVERIFIED,0.6,2026-09-17T12:10:28.437914+00:00
model:hf:anuragshas--wav2vec2-large-xlsr-53-telugu,MODEL,wav2vec2-large-xlsr-53-telugu,,,https://huggingface.co/anuragshas/wav2vec2-large-xlsr-53-telugu,anuragshas,,,,,,,True,HuggingFace Models API,https://huggingface.co/api/models?filter=automatic-speech-recognition&sort=downloads&direction=-1&limit=100,PROVIDER_PAGE_ONLY,UNVERIFIED,0.6,2026-09-17T12:10:28.437914+00:00
model:hf:systran--faster-whisper-base,MODEL,faster-whisper-base,,,https://huggingface.co/Systran/faster-whisper-base,Systran,,,,,,,True,HuggingFace Models API,https://huggingface.co/api/models?filter=automatic-speech-recognition&sort=downloads&direction=-1&limit=100,PROVIDER_PAGE_ONLY,UNVERIFIED,0.6,2026-09-17T12:10:28.437914+00:00
model:hf:openai--whisper-tiny,MODEL,whisper-tiny,,,https://huggingface.co/openai/whisper-tiny,openai,,,,,,,True,HuggingFace Models API,https://huggingface.co/api/models?filter=automatic-speech-recognition&sort=downloads&direction=-1&limit=100,PROVIDER_PAGE_ONLY,UNVERIFIED,0.6,2026-09-17T12:10:28.437914+00:00
model:hf:khalsuu--filipino-wav2vec2-l-xls-r-300m-official,MODEL,filipino-wav2vec2-l-xls-r-300m-official,,,https://huggingface.co/Khalsuu/filipino-wav2vec2-l-xls-r-300m-official,Khalsuu,,,,,,,True,HuggingFace Models API,https://huggingface.co/api/models?filter=automatic-speech-recognition&sort=downloads&direction=-1&limit=100,PROVIDER_PAGE_ONLY,UNVERIFIED,0.6,2026-09-17T12:10:28.437914+00:00
model:hf:jonatasgrosman--wav2vec2-large-xlsr-53-persian,MODEL,wav2vec2-large-xlsr-53-persian,,,https://huggingface.co/jonatasgrosman/wav2vec2-large-xlsr-53-persian,jonatasgrosman,,,,,,,True,HuggingFace Models API,https://huggingface.co/api/models?filter=automatic-speech-recognition&sort=downloads&direction=-1&limit=100,PROVIDER_PAGE_ONLY,UNVERIFIED,0.6,2026-09-17T12:10:28.437914+00:00
model:hf:openai--whisper-base,MODEL,whisper-base,,,https://huggingface.co/openai/whisper-base,openai,,,,,,,True,HuggingFace Models API,https://huggingface.co/api/models?filter=automatic-speech-recognition&sort=downloads&direction=-1&limit=100,PROVIDER_PAGE_ONLY,UNVERIFIED,0.6,2026-09-17T12:10:28.437914+00:00
model:hf:pyannote--voice-activity-detection,MODEL,voice-activity-detection,,,https://huggingface.co/pyannote/voice-activity-detection,pyannote,,,,,,,True,HuggingFace Models API,https://huggingface.co/api/models?filter=automatic-speech-recognition&sort=downloads&direction=-1&limit=100,PROVIDER_PAGE_ONLY,UNVERIFIED,0.6,2026-09-17T12:10:28.437914+00:00
model:hf:handy-computer--parakeet-unified-en-0.6b-gguf,MODEL,parakeet-unified-en-0.6b-gguf,,,https://huggingface.co/handy-computer/parakeet-unified-en-0.6b-gguf,handy-computer,,,,,,,True,HuggingFace Models API,https://huggingface.co/api/models?filter=automatic-speech-recognition&sort=downloads&direction=-1&limit=100,PROVIDER_PAGE_ONLY,UNVERIFIED,0.6,2026-09-17T12:10:28.437914+00:00
model:hf:kingabzpro--wav2vec2-large-xls-r-300m-urdu,MODEL,wav2vec2-large-xls-r-300m-Urdu,,,https://huggingface.co/kingabzpro/wav2vec2-large-xls-r-300m-Urdu,kingabzpro,,,,,,,True,HuggingFace Models API,https://huggingface.co/api/models?filter=automatic-speech-recognition&sort=downloads&direction=-1&limit=100,PROVIDER_PAGE_ONLY,UNVERIFIED,0.6,2026-09-17T12:10:28.437914+00:00
model:hf:facebook--wav2vec2-base-960h,MODEL,wav2vec2-base-960h,,,https://huggingface.co/facebook/wav2vec2-base-960h,facebook,,,,,,,True,HuggingFace Models API,https://huggingface.co/api/models?filter=automatic-speech-recognition&sort=downloads&direction=-1&limit=100,PROVIDER_PAGE_ONLY,UNVERIFIED,0.6,2026-09-17T12:10:28.437914+00:00
model:hf:airesearch--wav2vec2-large-xlsr-53-th,MODEL,wav2vec2-large-xlsr-53-th,,,https://huggingface.co/airesearch/wav2vec2-large-xlsr-53-th,airesearch,,,,,,,True,HuggingFace Models API,https://huggingface.co/api/models?filter=automatic-speech-recognition&sort=downloads&direction=-1&limit=100,PROVIDER_PAGE_ONLY,UNVERIFIED,0.6,2026-09-17T12:10:28.437914+00:00
model:hf:jonatasgrosman--wav2vec2-large-xlsr-53-chinese-zh-cn,MODEL,wav2vec2-large-xlsr-53-chinese-zh-cn,,,https://huggingface.co/jonatasgrosman/wav2vec2-large-xlsr-53-chinese-zh-cn,jonatasgrosman,,,,,,,True,HuggingFace Models API,https://huggingface.co/api/models?filter=automatic-speech-recognition&sort=downloads&direction=-1&limit=100,PROVIDER_PAGE_ONLY,UNVERIFIED,0.6,2026-09-17T12:10:28.437914+00:00
model:hf:harveenchadha--vakyansh-wav2vec2-tamil-tam-250,MODEL,vakyansh-wav2vec2-tamil-tam-250,,,https://huggingface.co/Harveenchadha/vakyansh-wav2vec2-tamil-tam-250,Harveenchadha,,,,,,,True,HuggingFace Models API,https://huggingface.co/api/models?filter=automatic-speech-recognition&sort=downloads&direction=-1&limit=100,PROVIDER_PAGE_ONLY,UNVERIFIED,0.6,2026-09-17T12:10:28.437914+00:00
model:hf:mesolitica--wav2vec2-xls-r-300m-mixed,MODEL,wav2vec2-xls-r-300m-mixed,,,https://huggingface.co/mesolitica/wav2vec2-xls-r-300m-mixed,mesolitica,,,,,,,True,HuggingFace Models API,https://huggingface.co/api/models?filter=automatic-speech-recognition&sort=downloads&direction=-1&limit=100,PROVIDER_PAGE_ONLY,UNVERIFIED,0.6,2026-09-17T12:10:28.437914+00:00
model:hf:comodoro--wav2vec2-xls-r-300m-cs-250,MODEL,wav2vec2-xls-r-300m-cs-250,,,https://huggingface.co/comodoro/wav2vec2-xls-r-300m-cs-250,comodoro,,,,,,,True,HuggingFace Models API,https://huggingface.co/api/models?filter=automatic-speech-recognition&sort=downloads&direction=-1&limit=100,PROVIDER_PAGE_ONLY,UNVERIFIED,0.6,2026-09-17T12:10:28.437914+00:00
model:hf:theainerd--wav2vec2-large-xlsr-hindi,MODEL,Wav2Vec2-large-xlsr-hindi,,,https://huggingface.co/theainerd/Wav2Vec2-large-xlsr-hindi,theainerd,,,,,,,True,HuggingFace Models API,https://huggingface.co/api/models?filter=automatic-speech-recognition&sort=downloads&direction=-1&limit=100,PROVIDER_PAGE_ONLY,UNVERIFIED,0.6,2026-09-17T12:10:28.437914+00:00
model:hf:nguyenvulebinh--wav2vec2-base-vi-vlsp2020,MODEL,wav2vec2-base-vi-vlsp2020,,,https://huggingface.co/nguyenvulebinh/wav2vec2-base-vi-vlsp2020,nguyenvulebinh,,,,,,,True,HuggingFace Models API,https://huggingface.co/api/models?filter=automatic-speech-recognition&sort=downloads&direction=-1&limit=100,PROVIDER_PAGE_ONLY,UNVERIFIED,0.6,2026-09-17T12:10:28.437914+00:00
model:hf:mlx-community--parakeet-tdt-0.6b-v2,MODEL,parakeet-tdt-0.6b-v2,,,https://huggingface.co/mlx-community/parakeet-tdt-0.6b-v2,mlx-community,,,,,,,True,HuggingFace Models API,https://huggingface.co/api/models?filter=automatic-speech-recognition&sort=downloads&direction=-1&limit=100,PROVIDER_PAGE_ONLY,UNVERIFIED,0.6,2026-09-17T12:10:28.437914+00:00
model:hf:imvladikon--wav2vec2-xls-r-300m-hebrew,MODEL,wav2vec2-xls-r-300m-hebrew,,,https://huggingface.co/imvladikon/wav2vec2-xls-r-300m-hebrew,imvladikon,,,,,,,True,HuggingFace Models API,https://huggingface.co/api/models?filter=automatic-speech-recognition&sort=downloads&direction=-1&limit=100,PROVIDER_PAGE_ONLY,UNVERIFIED,0.6,2026-09-17T12:10:28.437914+00:00
model:hf:jonatasgrosman--wav2vec2-large-xlsr-53-finnish,MODEL,wav2vec2-large-xlsr-53-finnish,,,https://huggingface.co/jonatasgrosman/wav2vec2-large-xlsr-53-finnish,jonatasgrosman,,,,,,,True,HuggingFace Models API,https://huggingface.co/api/models?filter=automatic-speech-recognition&sort=downloads&direction=-1&limit=100,PROVIDER_PAGE_ONLY,UNVERIFIED,0.6,2026-09-17T12:10:28.437914+00:00
model:hf:nbailab--nb-wav2vec2-1b-nynorsk,MODEL,nb-wav2vec2-1b-nynorsk,,,https://huggingface.co/NbAiLab/nb-wav2vec2-1b-nynorsk,NbAiLab,,,,,,,True,HuggingFace Models API,https://huggingface.co/api/models?filter=automatic-speech-recognition&sort=downloads&direction=-1&limit=100,PROVIDER_PAGE_ONLY,UNVERIFIED,0.6,2026-09-17T12:10:28.437914+00:00
model:hf:xenova--whisper-tiny,MODEL,whisper-tiny,,,https://huggingface.co/Xenova/whisper-tiny,Xenova,,,,,,,True,HuggingFace Models API,https://huggingface.co/api/models?filter=automatic-speech-recognition&sort=downloads&direction=-1&limit=100,PROVIDER_PAGE_ONLY,UNVERIFIED,0.6,2026-09-17T12:10:28.437914+00:00
model:hf:systran--faster-whisper-large-v3,MODEL,faster-whisper-large-v3,,,https://huggingface.co/Systran/faster-whisper-large-v3,Systran,,,,,,,True,HuggingFace Models API,https://huggingface.co/api/models?filter=automatic-speech-recognition&sort=downloads&direction=-1&limit=100,PROVIDER_PAGE_ONLY,UNVERIFIED,0.6,2026-09-17T12:10:28.437914+00:00
model:hf:classla--wav2vec2-xls-r-parlaspeech-hr,MODEL,wav2vec2-xls-r-parlaspeech-hr,,,https://huggingface.co/classla/wav2vec2-xls-r-parlaspeech-hr,classla,,,,,,,True,HuggingFace Models API,https://huggingface.co/api/models?filter=automatic-speech-recognition&sort=downloads&direction=-1&limit=100,PROVIDER_PAGE_ONLY,UNVERIFIED,0.6,2026-09-17T12:10:28.437914+00:00
model:hf:arijitx--wav2vec2-xls-r-300m-bengali,MODEL,wav2vec2-xls-r-300m-bengali,,,https://huggingface.co/arijitx/wav2vec2-xls-r-300m-bengali,arijitx,,,,,,,True,HuggingFace Models API,https://huggingface.co/api/models?filter=automatic-speech-recognition&sort=downloads&direction=-1&limit=100,PROVIDER_PAGE_ONLY,UNVERIFIED,0.6,2026-09-17T12:10:28.437914+00:00
model:hf:yehor--w2v-xls-r-uk,MODEL,w2v-xls-r-uk,,,https://huggingface.co/Yehor/w2v-xls-r-uk,Yehor,,,,,,,True,HuggingFace Models API,https://huggingface.co/api/models?filter=automatic-speech-recognition&sort=downloads&direction=-1&limit=100,PROVIDER_PAGE_ONLY,UNVERIFIED,0.6,2026-09-17T12:10:28.437914+00:00
model:hf:handy-computer--cohere-transcribe-03-2026-gguf,MODEL,cohere-transcribe-03-2026-gguf,,,https://huggingface.co/handy-computer/cohere-transcribe-03-2026-gguf,handy-computer,,,,,,,True,HuggingFace Models API,https://huggingface.co/api/models?filter=automatic-speech-recognition&sort=downloads&direction=-1&limit=100,PROVIDER_PAGE_ONLY,UNVERIFIED,0.6,2026-09-17T12:10:28.437914+00:00
model:hf:kresnik--wav2vec2-large-xlsr-korean,MODEL,wav2vec2-large-xlsr-korean,,,https://huggingface.co/kresnik/wav2vec2-large-xlsr-korean,kresnik,,,,,,,True,HuggingFace Models API,https://huggingface.co/api/models?filter=automatic-speech-recognition&sort=downloads&direction=-1&limit=100,PROVIDER_PAGE_ONLY,UNVERIFIED,0.6,2026-09-17T12:10:28.437914+00:00
model:hf:nbailab--nb-wav2vec2-1b-bokmaal-v2,MODEL,nb-wav2vec2-1b-bokmaal-v2,,,https://huggingface.co/NbAiLab/nb-wav2vec2-1b-bokmaal-v2,NbAiLab,,,,,,,True,HuggingFace Models API,https://huggingface.co/api/models?filter=automatic-speech-recognition&sort=downloads&direction=-1&limit=100,PROVIDER_PAGE_ONLY,UNVERIFIED,0.6,2026-09-17T12:10:28.437914+00:00
model:hf:gagan3012--wav2vec2-xlsr-nepali,MODEL,wav2vec2-xlsr-nepali,,,https://huggingface.co/gagan3012/wav2vec2-xlsr-nepali,gagan3012,,,,,,,True,HuggingFace Models API,https://huggingface.co/api/models?filter=automatic-speech-recognition&sort=downloads&direction=-1&limit=100,PROVIDER_PAGE_ONLY,UNVERIFIED,0.6,2026-09-17T12:10:28.437914+00:00
model:hf:saattrupdan--wav2vec2-xls-r-300m-ftspeech,MODEL,wav2vec2-xls-r-300m-ftspeech,,,https://huggingface.co/saattrupdan/wav2vec2-xls-r-300m-ftspeech,saattrupdan,,,,,,,True,HuggingFace Models API,https://huggingface.co/api/models?filter=automatic-speech-recognition&sort=downloads&direction=-1&limit=100,PROVIDER_PAGE_ONLY,UNVERIFIED,0.6,2026-09-17T12:10:28.437914+00:00
model:hf:nvidia--parakeet-ctc-1.1b,MODEL,parakeet-ctc-1.1b,,,https://huggingface.co/nvidia/parakeet-ctc-1.1b,nvidia,,,,,,,True,HuggingFace Models API,https://huggingface.co/api/models?filter=automatic-speech-recognition&sort=downloads&direction=-1&limit=100,PROVIDER_PAGE_ONLY,UNVERIFIED,0.6,2026-09-17T12:10:28.437914+00:00
model:hf:xenova--whisper-tiny.en,MODEL,whisper-tiny.en,,,https://huggingface.co/Xenova/whisper-tiny.en,Xenova,,,,,,,True,HuggingFace Models API,https://huggingface.co/api/models?filter=automatic-speech-recognition&sort=downloads&direction=-1&limit=100,PROVIDER_PAGE_ONLY,UNVERIFIED,0.6,2026-09-17T12:10:28.437914+00:00
model:hf:eddiegulay--wav2vec2-large-xlsr-mvc-swahili,MODEL,wav2vec2-large-xlsr-mvc-swahili,,,https://huggingface.co/eddiegulay/wav2vec2-large-xlsr-mvc-swahili,eddiegulay,,,,,,,True,HuggingFace Models API,https://huggingface.co/api/models?filter=automatic-speech-recognition&sort=downloads&direction=-1&limit=100,PROVIDER_PAGE_ONLY,UNVERIFIED,0.6,2026-09-17T12:10:28.437914+00:00
model:hf:systran--faster-whisper-medium,MODEL,faster-whisper-medium,,,https://huggingface.co/Systran/faster-whisper-medium,Systran,,,,,,,True,HuggingFace Models API,https://huggingface.co/api/models?filter=automatic-speech-recognition&sort=downloads&direction=-1&limit=100,PROVIDER_PAGE_ONLY,UNVERIFIED,0.6,2026-09-17T12:10:28.437914+00:00
model:hf:nvidia--nemotron-3.5-asr-streaming-0.6b,MODEL,nemotron-3.5-asr-streaming-0.6b,,,https://huggingface.co/nvidia/nemotron-3.5-asr-streaming-0.6b,nvidia,,,,,,,True,HuggingFace Models API,https://huggingface.co/api/models?filter=automatic-speech-recognition&sort=downloads&direction=-1&limit=100,PROVIDER_PAGE_ONLY,UNVERIFIED,0.6,2026-09-17T12:10:28.437914+00:00
model:hf:systran--faster-whisper-small.en,MODEL,faster-whisper-small.en,,,https://huggingface.co/Systran/faster-whisper-small.en,Systran,,,,,,,True,HuggingFace Models API,https://huggingface.co/api/models?filter=automatic-speech-recognition&sort=downloads&direction=-1&limit=100,PROVIDER_PAGE_ONLY,UNVERIFIED,0.6,2026-09-17T12:10:28.437914+00:00
model:hf:microsoft--vibevoice-asr,MODEL,VibeVoice-ASR,,,https://huggingface.co/microsoft/VibeVoice-ASR,microsoft,,,,,,,True,HuggingFace Models API,https://huggingface.co/api/models?filter=automatic-speech-recognition&sort=downloads&direction=-1&limit=100,PROVIDER_PAGE_ONLY,UNVERIFIED,0.6,2026-09-17T12:10:28.437914+00:00
